"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FZD9",4.18241306521131,3.122235,29.8102155954286,1.38627085749515e-109,1.00293682907476e-106,239.592229944124
"ANXA9",-4.09941314172046,8.35682586956522,-29.7808571914507,1.86986342242149e-109,1.29643863954557e-106,239.29399304512
"XBP1",-3.08596949325446,14.6403926086957,-29.6572646770411,6.5973191518965e-109,4.39117562750231e-106,238.037443884085
"SFRS13B",3.32532257019716,3.89890413043478,29.6133827633155,1.03264873199487e-108,6.6089518847672e-106,237.590900533176
"SIDT1",-3.95793627298465,8.7575747826087,-29.6039808650953,1.13672423269266e-108,7.00558934518736e-106,237.495199312246
"SCUBE2",-6.00066775139633,10.9572269565217,-29.5294874770794,2.43343619842773e-108,1.44615636935134e-105,236.736596981839
"ROPN1",5.92056702200917,3.4043402173913,29.4857016192536,3.80750954637188e-108,2.18472271902166e-105,236.29042348821
"C5orf36",-2.06186662926221,6.15354956521739,-29.4447930132866,5.7858477887476e-108,3.20921690682533e-105,235.87338155564
"CCNE1",3.22972703068019,6.11504739130435,29.3652126694704,1.30648695983926e-107,7.01288484249205e-105,235.061584488119
"TTC36",-5.03420414169496,4.47906130434783,-29.3151199935044,2.1823260600674e-107,1.13480955123505e-104,234.550241313669
"NOSTRIN",-3.67679734003215,8.26946195652174,-29.1942378424598,7.53503906400146e-107,3.79948636439346e-104,233.315177890246
"FSIP1",-5.47571639590935,6.65314608695652,-29.1691435266623,9.74740970694236e-107,4.77049698598591e-104,233.058591924236
"GATA3",-4.29680256050601,12.4595226086957,-28.8338626196247,3.05793288403253e-105,1.45382866258004e-102,229.624014951101
"AGR2",-7.46175131468215,10.9409426086957,-28.6219090894756,2.71704726004609e-104,1.2558796224213e-101,227.446742107253
"KCNJ11",-3.4120086633853,7.75062804347826,-28.5672809122468,4.77448988774091e-104,2.14723004681105e-101,226.884830092787
"RHOB",-2.19443147076077,12.7595495652174,-28.423392777722,2.11069336478388e-103,9.24261515526416e-101,225.403323862725
